Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
26V04 - 54448 - Trabajo de Grado 2 - Sesion 01,08/14/2026,5:00 PM,08/14/2026,6:00 PM,False,Sesión 01 — Presentación del curso · docente · estudiantes · ACAs,,False
26V04 - 54448 - Trabajo de Grado 2 - Clase autonoma (Asunción de la Virgen),08/17/2026,5:00 PM,08/17/2026,6:00 PM,False,Clase autónoma — Asunción de la Virgen | Actividad en la carpeta de la sesión (Drive de clases); la entrega va por CDigital.,,False
26V04 - 54448 - Trabajo de Grado 2 - Sesion 02,08/24/2026,5:00 PM,08/24/2026,6:00 PM,False,"Sesión 02 — Pregunta, objetivos y título provisional",,False
26V04 - 54448 - Trabajo de Grado 2 - Sesion 03,08/31/2026,5:00 PM,08/31/2026,6:00 PM,False,Sesión 03 — Estructura del documento / artículo de avance,,False
26V04 - 54448 - Trabajo de Grado 2 - Sesion 04,09/07/2026,5:00 PM,09/07/2026,6:00 PM,False,Sesión 04 — Antecedentes y referentes (Fase I),,False
26V04 - 54448 - Trabajo de Grado 2 - Sesion 05,09/14/2026,5:00 PM,09/14/2026,6:00 PM,False,Sesión 05 — Marco teórico — avance,,False
26V04 - 54448 - Trabajo de Grado 2 - Sesion 06,09/21/2026,5:00 PM,09/21/2026,6:00 PM,False,Sesión 06 — Marco conceptual y contextual,,False
26V04 - 54448 - Trabajo de Grado 2 - Sesion 07,09/28/2026,5:00 PM,09/28/2026,6:00 PM,False,Sesión 07 — Diseño metodológico (propuesto),,False
26V04 - 54448 - Trabajo de Grado 2 - Sesion 08,10/05/2026,5:00 PM,10/05/2026,6:00 PM,False,Sesión 08 — Instrumentos y plan de análisis (propuestos),,False
26V04 - 54448 - Trabajo de Grado 2 - Clase autonoma (Día de la Raza),10/12/2026,5:00 PM,10/12/2026,6:00 PM,False,Clase autónoma — Día de la Raza | Actividad en la carpeta de la sesión (Drive de clases); la entrega va por CDigital.,,False
26V04 - 54448 - Trabajo de Grado 2 - Sesion 09,10/19/2026,5:00 PM,10/19/2026,6:00 PM,False,Sesión 09 — Integración del avance · correcciones,,False
26V04 - 54448 - Trabajo de Grado 2 - Sesion 10,10/26/2026,5:00 PM,10/26/2026,6:00 PM,False,Sesión 10 — Socialización de avances,,False
26V04 - 54448 - Trabajo de Grado 2 - Clase autonoma (Todos los Santos),11/02/2026,5:00 PM,11/02/2026,6:00 PM,False,Clase autónoma — Todos los Santos | Actividad en la carpeta de la sesión (Drive de clases); la entrega va por CDigital.,,False
26V04 - 54448 - Trabajo de Grado 2 - Sesion 11,11/09/2026,5:00 PM,11/09/2026,6:00 PM,False,Sesión 11 — Cierre del avance · preparación para TG3,,False
26V04 - 54448 - Trabajo de Grado 2 - Clase autonoma (Independencia de Cartagena),11/16/2026,5:00 PM,11/16/2026,6:00 PM,False,Clase autónoma — Independencia de Cartagena | Actividad en la carpeta de la sesión (Drive de clases); la entrega va por CDigital.,,False
